no_pkk_inaportnet,no_pkk,vessel_name,gt,loa,company_name,name_process_code,name_branch,departure_date,nomor_pkk,nomor_spb
PKK.DN.IDGRE.2404.000175,13CU13000006,ETZOMER 504,1706.0,56.54,PT. RANS PRIMA MARITIM,Realization,TANJUNG PERAK,2024-04-07T10:00:00.000Z,PKK.DN.IDGRE.2404.000175,SPB.IDGRE.0424.0000534
PKK.DN.IDBDJ.2404.001904,PEG325000016,PEGASUS 3,3140.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-04-17T15:00:00.000Z,PKK.DN.IDBDJ.2404.001904,SPB.IDBDJ.0424.0002565
PKK.DN.IDBDJ.2404.001841,S32325000007,SOEKAWATI 323,3121.0,87.78,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-04-17T02:50:00.000Z,PKK.DN.IDBDJ.2404.001841,SPB.IDBDJ.0424.0003395
PKK.DN.IDBDJ.2404.001496,AKR525000021,AKRA 50,2601.0,76.08,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-04-15T23:00:00.000Z,PKK.DN.IDBDJ.2404.001496,SPB.IDBDJ.0424.0001909
PKK.DN.IDBDJ.2404.001783,FI9625000003,FINACIA 96,3146.0,87.78,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-04-23T02:00:00.000Z,PKK.DN.IDBDJ.2404.001783,SPB.IDBDJ.0424.0002583
PKK.DN.IDBDJ.2404.001718,HXUH25000128,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-04-15T10:00:00.000Z,PKK.DN.IDBDJ.2404.001718,SPB.IDBDJ.0424.0001765
PKK.DN.IDBDJ.2404.001716,271925000011,MARINE POWER 2719,2167.0,82.3,"ANTARMODA MARITIM NUSANTARA, PT",Request PPKB,BANJARMASIN,2024-04-21T15:00:00.000Z,PKK.DN.IDBDJ.2404.001716,SPB.IDBDJ.0424.0002676
PKK.DN.IDBDJ.2404.001432,AKAD25000022,ALKAID,4162.0,97.6,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-04-13T15:00:00.000Z,PKK.DN.IDBDJ.2404.001432,SPB.IDBDJ.0424.0002567
PKK.DN.IDBDJ.2404.000615,AFDU25000004,DELTA 232,1343.0,70.1,"MILTA LINTAS SAMUDERA, PT",Realization,BANJARMASIN,2024-04-10T15:00:00.000Z,PKK.DN.IDBDJ.2404.000615,SPB.IDBDJ.0424.0001314
PKK.DN.IDBDJ.2404.000615,AFDU25000004,DELTA 232,1343.0,70.1,"MILTA LINTAS SAMUDERA, PT",Realization,BANJARMASIN,2024-04-10T15:00:00.000Z,PKK.DN.IDBDJ.2404.000615,SPB.IDBDJ.0424.0001089
PKK.DN.IDBJU.2404.000044,IMAS23000010,INSAM - 01,1647.0,72.9,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,TANJUNG WANGI,2024-04-20T01:00:00.000Z,PKK.DN.IDBJU.2404.000044,SPB.IDBJU.0424.0000060
PKK.DN.IDBDJ.2404.001088,FI9625000002,FINACIA 96,3146.0,87.78,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-04-16T02:00:00.000Z,PKK.DN.IDBDJ.2404.001088,SPB.IDBDJ.0424.0001348
PKK.DN.IDBDJ.2404.000717,DP2225000029,DUTA PERKASA 2702,2384.0,82.3,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-04-08T15:55:00.000Z,PKK.DN.IDBDJ.2404.000717,SPB.IDBDJ.0424.0000840
PKK.DN.IDBDJ.2404.000719,N36M25000026,MASADA 08,3107.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-04-06T04:00:00.000Z,PKK.DN.IDBDJ.2404.000719,SPB.IDBDJ.0424.0001144
PKK.DN.IDBDJ.2404.000609,HXUH25000126,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-04-05T11:00:00.000Z,PKK.DN.IDBDJ.2404.000609,SPB.IDBDJ.0424.0000668
PKK.DN.IDBDJ.2404.000655,JNTA25000011,JUANITA,3399.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-04-06T15:00:00.000Z,PKK.DN.IDBDJ.2404.000655,SPB.IDBDJ.0424.0001306
PKK.DN.IDBDJ.2404.000424,SF9R25000002,GHI 02,4016.0,91.44,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-04-11T15:00:00.000Z,PKK.DN.IDBDJ.2404.000424,SPB.IDBDJ.0424.0000941
PKK.DN.IDBDJ.2404.000359,P2RJ25000034,SANTAN 3019,3508.0,91.44,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-04-05T15:55:00.000Z,PKK.DN.IDBDJ.2404.000359,SPB.IDBDJ.0424.0000833
PKK.DN.IDBDJ.2404.000277,HXUH25000125,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-04-03T10:00:00.000Z,PKK.DN.IDBDJ.2404.000277,SPB.IDBDJ.0424.0000371
PKK.DN.IDBDJ.2404.000340,IL9D25000034,ERICKA,3088.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-04-04T15:00:00.000Z,PKK.DN.IDBDJ.2404.000340,SPB.IDBDJ.0424.0000683
PKK.DN.IDBDJ.2404.000065,PAT325000035,PATRIA 3211,4162.0,97.6,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-04-02T04:00:00.000Z,PKK.DN.IDBDJ.2404.000065,SPB.IDBDJ.0424.0000810
PKK.DN.IDBDJ.2403.004102,S32325000006,SOEKAWATI 323,3121.0,87.78,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-04-02T10:25:00.000Z,PKK.DN.IDBDJ.2403.004102,SPB.IDBDJ.0424.0000204
PKK.DN.IDBDJ.2403.003775,WXIP25000006,ORCA LAUT 7296,3399.0,91.44,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2024-03-29T15:30:00.000Z,PKK.DN.IDBDJ.2403.003775,SPB.IDBDJ.0624.0000484
PKK.DN.IDBDJ.2403.003733,SW3225000005,SOEKAWATI326,3060.0,91.5,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-03-30T15:00:00.000Z,PKK.DN.IDBDJ.2403.003733,SPB.IDBDJ.0424.0000152
PKK.DN.IDCXP.2403.000076,C25526000001,COSMIC 20,1153.0,69.86,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,TANJUNG INTAN,2024-03-24T16:00:00.000Z,PKK.DN.IDCXP.2403.000076,SPB.IDCXP.0324.0000104
PKK.DN.IDBDJ.2403.003628,HXUH25000122,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-03-28T11:00:00.000Z,PKK.DN.IDBDJ.2403.003628,SPB.IDBDJ.0324.0003663
PKK.DN.IDBDJ.2403.003580,L31625000011,LMN 316,4116.0,94.5,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-03-28T15:00:00.000Z,PKK.DN.IDBDJ.2403.003580,SPB.IDBDJ.0324.0003658
PKK.DN.IDBDJ.2403.003477,H93P25000041,LINA,3345.0,91.5,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-03-28T15:00:00.000Z,PKK.DN.IDBDJ.2403.003477,SPB.IDBDJ.0324.0003952
PKK.DN.IDBDJ.2403.003348,HXUH25000121,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-03-26T12:00:00.000Z,PKK.DN.IDBDJ.2403.003348,SPB.IDBDJ.0324.0003367
PKK.DN.IDBDJ.2403.003338,SOSJ25000001,ASHERAH 11,3889.0,91.44,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-04-03T02:00:00.000Z,PKK.DN.IDBDJ.2403.003338,SPB.IDBDJ.0324.0003903
PKK.DN.IDBDJ.2403.003252,SSA625000014,SEKAR SAMUDERA 06,3137.0,91.44,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-03-26T15:58:00.000Z,PKK.DN.IDBDJ.2403.003252,SPB.IDBDJ.0524.0000248
PKK.DN.IDBDJ.2403.003161,MGT125000001,MEGANTA I,3075.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-03-27T15:00:00.000Z,PKK.DN.IDBDJ.2403.003161,SPB.IDBDJ.0324.0003263
PKK.DN.IDBDJ.2403.003147,UC9525000007,MARINE POWER 3089,3649.0,91.44,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-03-31T15:00:00.000Z,PKK.DN.IDBDJ.2403.003147,SPB.IDBDJ.0324.0003355
PKK.DN.IDBDJ.2403.003088,8OI625000002,LABANAN 7,1518.0,70.0,"ADYA TRIAMARGA, PT",Realization,BANJARMASIN,2024-03-30T15:00:00.000Z,PKK.DN.IDBDJ.2403.003088,SPB.IDBDJ.0424.0000333
PKK.DN.IDBDJ.2403.003061,SU3025000013,SUMBER JAYA 3020,3668.0,91.44,PT ASYUHA BAHTERA NUSANTARA,Realization,BANJARMASIN,2024-03-28T15:00:00.000Z,PKK.DN.IDBDJ.2403.003061,SPB.IDBDJ.0424.0000660
PKK.DN.IDBDJ.2403.003023,SMM825000009,SAMUDERA MANDIRI 8,2194.0,82.3,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-03-29T15:00:00.000Z,PKK.DN.IDBDJ.2403.003023,SPB.IDBDJ.0324.0003563
PKK.DN.IDBDJ.2403.002779,HXUH25000119,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-03-22T15:00:00.000Z,PKK.DN.IDBDJ.2403.002779,SPB.IDBDJ.0324.0002848
PKK.DN.IDBDJ.2403.002405,AKR525000019,AKRA 50,2601.0,76.08,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-03-22T04:00:00.000Z,PKK.DN.IDBDJ.2403.002405,SPB.IDBDJ.0324.0002688
PKK.DN.IDBJU.2403.000084,IMAS23000008,INSAM - 01,1647.0,72.9,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,TANJUNG WANGI,2024-03-22T02:00:00.000Z,PKK.DN.IDBJU.2403.000084,SPB.IDBJU.0324.0000096
PKK.DN.IDBDJ.2403.002020,P8C225000009,PEC 8512,3906.0,98.26,"BATUAH ABADI LINES, PT",Realization,BANJARMASIN,2024-03-17T09:00:00.000Z,PKK.DN.IDBDJ.2403.002020,SPB.IDBDJ.0324.0002722
PKK.DN.IDBDJ.2403.002475,025U25000025,ANAND 11,3814.0,97.54,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-03-20T05:00:00.000Z,PKK.DN.IDBDJ.2403.002475,SPB.IDBDJ.0324.0003516
PKK.DN.IDBDJ.2403.002408,4WTV25000003,MBS 212,1914.0,76.25,"MITRA BAHARI SENTOSA, PT",Realization,BANJARMASIN,2024-04-01T10:00:00.000Z,PKK.DN.IDBDJ.2403.002408,SPB.IDBDJ.0324.0003643
PKK.DN.IDBDJ.2403.002371,81CM25000003,TGH 2503,2211.0,76.25,PELAYARAN SANLE MAKMUR,Realization,BANJARMASIN,2024-03-31T15:00:00.000Z,PKK.DN.IDBDJ.2403.002371,SPB.IDBDJ.0424.0000751
PKK.DN.IDBDJ.2403.002197,HXUH25000117,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-03-18T13:00:00.000Z,PKK.DN.IDBDJ.2403.002197,SPB.IDBDJ.0324.0002203
PKK.DN.IDBDJ.2403.002121,LMN925000014,LMN 329,4308.0,94.5,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-03-17T17:00:00.000Z,PKK.DN.IDBDJ.2403.002121,SPB.IDBDJ.0324.0002261
PKK.DN.IDBDJ.2403.002019,71SR25000016,LMN 319,4097.0,94.49,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-03-16T17:00:00.000Z,PKK.DN.IDBDJ.2403.002019,SPB.IDBDJ.0324.0002273
PKK.DN.IDBDJ.2403.001933,PLT725000015,PELITA 07,3103.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-03-16T04:00:00.000Z,PKK.DN.IDBDJ.2403.001933,SPB.IDBDJ.0324.0002644
PKK.DN.IDBDJ.2403.001744,EG6C25000003,BORNEO 3004,3103.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-03-15T04:00:00.000Z,PKK.DN.IDBDJ.2403.001744,SPB.IDBDJ.0324.0003219
PKK.DN.IDBDJ.2403.001591,HXUH25000115,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-03-14T14:00:00.000Z,PKK.DN.IDBDJ.2403.001591,SPB.IDBDJ.0324.0001623
PKK.DN.IDBDJ.2403.001137,AKAD25000019,ALKAID,4162.0,97.6,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-03-10T09:00:00.000Z,PKK.DN.IDBDJ.2403.001137,SPB.IDBDJ.0324.0001474
PKK.DN.IDBDJ.2403.001043,XG7Y25000005,DELTA II,1361.0,71.1,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,BANJARMASIN,2024-03-12T09:00:00.000Z,PKK.DN.IDBDJ.2403.001043,SPB.IDBDJ.0324.0004061
PKK.DN.IDBDJ.2403.001043,XG7Y25000005,DELTA II,1361.0,71.1,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,BANJARMASIN,2024-03-12T09:00:00.000Z,PKK.DN.IDBDJ.2403.001043,SPB.IDBDJ.0324.0003719
PKK.DN.IDBDJ.2403.000899,HXUH25000112,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-03-08T14:00:00.000Z,PKK.DN.IDBDJ.2403.000899,SPB.IDBDJ.0324.0000989
PKK.DN.IDBDJ.2403.000845,0XXI25000002,PSIP 300.05,3038.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Request PPKB,BANJARMASIN,2024-03-07T17:00:00.000Z,PKK.DN.IDBDJ.2403.000845,SPB.IDBDJ.0324.0001466
PKK.DN.IDBDJ.2403.000837,VBL625000006,ESTELLA,4358.0,100.58,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2024-03-08T00:00:00.000Z,PKK.DN.IDBDJ.2403.000837,SPB.IDBDJ.0324.0001655
PKK.DN.IDBDJ.2403.000831,SJHT25000002,SEJAHTERA 2520,2019.0,76.2,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2024-03-08T00:00:00.000Z,PKK.DN.IDBDJ.2403.000831,SPB.IDBDJ.0324.0002736
PKK.DN.IDBDJ.2403.000802,MP6225000005,MARINE POWER 3062,3349.0,91.44,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-03-15T02:04:00.000Z,PKK.DN.IDBDJ.2403.000802,SPB.IDBDJ.0324.0001744
PKK.DN.IDBDJ.2403.000763,ML0225000016,MANNA LINE 802,3280.0,91.46,"INDO DHARMA TRANSPORT, PT",Request PPKB,BANJARMASIN,2024-03-08T13:55:00.000Z,PKK.DN.IDBDJ.2403.000763,SPB.IDBDJ.0324.0001036
PKK.DN.IDBDJ.2403.000651,HXUH25000111,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-03-06T14:00:00.000Z,PKK.DN.IDBDJ.2403.000651,SPB.IDBDJ.0324.0000727
PKK.DN.IDBDJ.2403.000477,VUCC25000003,ADAMARIS 01,3889.0,91.44,"CAKRAWALA LAUTAN INDONESIA, PT",Request PPKB,BANJARMASIN,2024-03-12T12:00:00.000Z,PKK.DN.IDBDJ.2403.000477,SPB.IDBDJ.0324.0001807
PKK.DN.IDBDJ.2403.000336,ML0825000010,MANNA LINE 808,3233.0,91.5,"INDO DHARMA TRANSPORT, PT",Realization,BANJARMASIN,2024-03-05T06:12:00.000Z,PKK.DN.IDBDJ.2403.000336,SPB.IDBDJ.0324.0000812
PKK.DN.IDBDJ.2402.003712,IC2225000022,ICON CORINTUS,4797.0,107.8,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-03-01T00:00:00.000Z,PKK.DN.IDBDJ.2402.003712,SPB.IDBDJ.0324.0000112
PKK.DN.IDBDJ.2403.000037,IDTM25000012,INDOTAMA RIZKINDO,3103.0,91.44,"INDO DARMA TRANSPORTASI, PT",Realization,BANJARMASIN,2024-03-03T02:33:00.000Z,PKK.DN.IDBDJ.2403.000037,SPB.IDBDJ.0324.0000806
PKK.DN.IDBDJ.2403.000004,TR1025000010,TIMUR 10,2013.0,76.2,PT ASYUHA BAHTERA NUSANTARA,Realization,BANJARMASIN,2024-02-29T17:00:00.000Z,PKK.DN.IDBDJ.2403.000004,SPB.IDBDJ.0324.0000782
PKK.DN.IDBDJ.2402.003937,SY0225000029,SENTOSA JAYA 3002,3100.0,91.44,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-03-03T15:55:00.000Z,PKK.DN.IDBDJ.2402.003937,SPB.IDBDJ.0324.0000212
PKK.DN.IDBDJ.2402.003929,P8OK25000003,SUPPORT 12,2133.0,79.01,PELAYARAN SANLE MAKMUR,Request PPKB,BANJARMASIN,2024-03-31T15:00:00.000Z,PKK.DN.IDBDJ.2402.003929,SPB.IDBDJ.0324.0003566
PKK.DN.IDBDJ.2402.003846,HXUH25000108,DHARMA KARTIKA II,20876.0,153.0,"DHARMA LAUTAN UTAMA, PT",Realization,BANJARMASIN,2024-02-29T14:00:00.000Z,PKK.DN.IDBDJ.2402.003846,SPB.IDBDJ.0224.0004095
PKK.DN.IDBDJ.2402.003676,IWRE25000013,CHANDRA 303,3130.0,91.5,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-05-08T10:18:00.000Z,PKK.DN.IDBDJ.2402.003676,SPB.IDBDJ.0324.0000131
PKK.DN.IDBDJ.2402.003671,OJ2M25000004,LINTAS SAMUDERA 80,4291.0,100.6,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-02-27T17:00:00.000Z,PKK.DN.IDBDJ.2402.003671,SPB.IDBDJ.0324.0000094
PKK.DN.IDBDJ.2402.003578,HXUH25000107,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-02-27T14:00:00.000Z,PKK.DN.IDBDJ.2402.003578,SPB.IDBDJ.0224.0003822
PKK.DN.IDBJU.2402.000131,POI123000008,PETRO OCEAN II,638.0,53.62,"PELAYARAN TAJRI SAMUDERA, PT",Request PPKB,TANJUNG WANGI,2024-03-01T03:00:00.000Z,PKK.DN.IDBJU.2402.000131,SPB.IDBJU.0324.0000027
PKK.DN.IDBDJ.2402.003541,H93P25000037,LINA,3345.0,91.5,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-02-28T15:00:00.000Z,PKK.DN.IDBDJ.2402.003541,SPB.IDBDJ.0324.0000220
PKK.DN.IDBDJ.2402.003487,HB2F25000034,TUNJUNG MADYA 5,3545.0,91.5,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-02-28T15:00:00.000Z,PKK.DN.IDBDJ.2402.003487,SPB.IDBDJ.0324.0000071
PKK.DN.IDBDJ.2402.003255,LMN925000012,LMN 329,4308.0,94.5,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-02-26T15:00:00.000Z,PKK.DN.IDBDJ.2402.003255,SPB.IDBDJ.0224.0003904
PKK.DN.IDBDJ.2402.003193,BZQR25000013,RIMAU 3318,4227.0,100.58,"RIMAU BAHTERA SHIPPING, PT",Realization,BANJARMASIN,2024-02-27T03:48:00.000Z,PKK.DN.IDBDJ.2402.003193,SPB.IDBDJ.0224.0003588
PKK.DN.IDBDJ.2402.003189,PSB025000001,PSB 3005,3089.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-02-24T17:00:00.000Z,PKK.DN.IDBDJ.2402.003189,SPB.IDBDJ.0224.0003582
PKK.DN.IDBDJ.2402.003185,SJ3425000011,SUMBER JAYA 3026,3609.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-02-27T15:00:00.000Z,PKK.DN.IDBDJ.2402.003185,SPB.IDBDJ.0424.0002846
PKK.DN.IDBDJ.2402.003138,JNTA25000006,JUANITA,3399.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-02-25T15:00:00.000Z,PKK.DN.IDBDJ.2402.003138,SPB.IDBDJ.0224.0003925
PKK.DN.IDBDJ.2402.003000,HXUH25000105,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-02-23T14:00:00.000Z,PKK.DN.IDBDJ.2402.003000,SPB.IDBDJ.0224.0003249
PKK.DN.IDBJU.2402.000108,LD7723000001,KGM 5,1067.0,64.0,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,TANJUNG WANGI,2024-03-07T17:00:00.000Z,PKK.DN.IDBJU.2402.000108,SPB.IDBJU.0324.0000052
PKK.DN.IDBJU.2402.000100,RD0023000004,RED DYNASTY,11269.0,145.2,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,TANJUNG WANGI,2024-02-20T16:00:00.000Z,PKK.DN.IDBJU.2402.000100,SPB.IDBJU.0224.0000095
PKK.DN.IDBDJ.2402.002443,HXUH25000103,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-02-19T14:00:00.000Z,PKK.DN.IDBDJ.2402.002443,SPB.IDBDJ.0224.0002690
PKK.DN.IDBDJ.2312.003990,9X3625000006,BARAMAR 3010,3084.0,91.44,"MAHAR SAMUDRA TRANSINDO, PT",Request PPKB,BANJARMASIN,2024-01-06T05:25:00.000Z,PKK.DN.IDBDJ.2312.003990,SPB.IDBDJ.0224.0002602
PKK.DN.IDBDJ.2402.002123,ELEN25000005,ELLEN,4263.0,100.58,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2024-02-17T00:00:00.000Z,PKK.DN.IDBDJ.2402.002123,SPB.IDBDJ.0224.0003046
PKK.DN.IDBDJ.2402.001967,LMN925000011,LMN 329,4308.0,94.5,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-02-22T15:00:00.000Z,PKK.DN.IDBDJ.2402.001967,SPB.IDBDJ.0224.0002267
PKK.DN.IDBDJ.2402.001863,HXUH25000101,DHARMA KARTIKA II,20876.0,153.0,"LIMA SEMBILAN SEMBILAN SEMBILAN, PT",Realization,BANJARMASIN,2024-02-15T14:00:00.000Z,PKK.DN.IDBDJ.2402.001863,SPB.IDBDJ.0224.0002087
PKK.DN.IDBDJ.2402.001883,ID1625000028,INTAN DAYA 17,7269.0,98.9,"PERUSAHAAN PELAYARAN NUSANTARA PANURJWAN, PT",Realization,BANJARMASIN,2024-02-17T11:00:00.000Z,PKK.DN.IDBDJ.2402.001883,SPB.IDBDJ.0224.0002282
PKK.DN.IDBDJ.2402.001802,SO6825000009,SOEKAWATI 168,3065.0,87.78,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-02-15T04:48:00.000Z,PKK.DN.IDBDJ.2402.001802,SPB.IDBDJ.0524.0002762
PKK.DN.IDBDJ.2402.001757,LLMM25000011,LMN 336,4259.0,100.58,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-02-13T17:00:00.000Z,PKK.DN.IDBDJ.2402.001757,SPB.IDBDJ.0224.0002181
PKK.DN.IDBDJ.2402.001621,SO3925000012,SOEKAWATI 329,3060.0,87.78,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-02-14T07:55:00.000Z,PKK.DN.IDBDJ.2402.001621,SPB.IDBDJ.0224.0002818
PKK.DN.IDBDJ.2402.001567,1OOT25000020,T G H  3001,3071.0,90.0,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2024-02-13T00:00:00.000Z,PKK.DN.IDBDJ.2402.001567,SPB.IDBDJ.0224.0002980
PKK.DN.IDBDJ.2402.001445,TH2225000012,TANTO HANDAL,3814.0,98.35,"TANTO INTIM LINE - PELNUS, PT",Realization,BANJARMASIN,2024-02-13T15:00:00.000Z,PKK.DN.IDBDJ.2402.001445,SPB.IDBDJ.0224.0001887
PKK.DN.IDBDJ.2402.001295,M07125000002,MARINE POWER 3071,3648.0,91.44,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-02-18T08:33:00.000Z,PKK.DN.IDBDJ.2402.001295,SPB.IDBDJ.0224.0001646
PKK.DN.IDBDJ.2402.001189,B30625000003,PSB 3006,3276.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-02-09T17:00:00.000Z,PKK.DN.IDBDJ.2402.001189,SPB.IDBDJ.0224.0001840
PKK.DN.IDBDJ.2402.001172,EF9E25000015,RIMAU 3019,3346.0,91.44,"RIMAU BAHTERA SHIPPING, PT",Realization,BANJARMASIN,2024-02-12T07:56:00.000Z,PKK.DN.IDBDJ.2402.001172,SPB.IDBDJ.0224.0001607
PKK.DN.IDBDJ.2402.001153,SMM225000007,SAMUDERA MANDIRI 2,2191.0,82.3,"SINAR BINTANG DUTA MULIA, PT",Request PPKB,BANJARMASIN,2024-02-16T15:00:00.000Z,PKK.DN.IDBDJ.2402.001153,SPB.IDBDJ.0224.0001267
PKK.DN.IDBDJ.2402.001110,S30525000016,SOEKAWATI 305,3065.0,87.78,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-02-10T01:03:00.000Z,PKK.DN.IDBDJ.2402.001110,SPB.IDBDJ.0224.0002815
PKK.DN.IDBDJ.2402.001017,A7CA25000014,ALNITAK,4162.0,97.6,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-02-09T04:00:00.000Z,PKK.DN.IDBDJ.2402.001017,SPB.IDBDJ.0224.0001662
PKK.DN.IDBDJ.2402.000979,S9KN25000001,RIMAU 3021,3348.0,91.44,"RIMAU BAHTERA SHIPPING, PT",Realization,BANJARMASIN,2024-02-15T01:45:00.000Z,PKK.DN.IDBDJ.2402.000979,SPB.IDBDJ.0324.0003707
PKK.DN.IDBDJ.2402.000963,V3F125000001,PACIFIC 3029,3272.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-02-14T15:00:00.000Z,PKK.DN.IDBDJ.2402.000963,SPB.IDBDJ.0224.0001486
