no_pkk_inaportnet,no_pkk,vessel_name,gt,loa,company_name,name_process_code,name_branch,departure_date,nomor_pkk,nomor_spb
PKK.DN.IDBDJ.2407.001335,SKW325000015,SOEKAWATI 303,3060.0,87.78,"SAUFA KHALID MARITIM SAMUDERA, PT",Request PPKB,BANJARMASIN,2024-07-11T07:06:00.000Z,PKK.DN.IDBDJ.2407.001335,SPB.IDBDJ.0724.0002422
PKK.DN.IDBDJ.2407.000894,71SR25000021,LMN 319,4097.0,94.49,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-07-07T17:00:00.000Z,PKK.DN.IDBDJ.2407.000894,SPB.IDBDJ.0724.0001105
PKK.DN.IDKBU.2406.000479,S16357000002,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Request PPKB,KOTABARU,2024-06-21T04:00:00.000Z,PKK.DN.IDKBU.2406.000479,SPB.IDKBU.0624.0000485
PKK.DN.IDKBU.2407.000097,S16357000006,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-07-06T04:00:00.000Z,PKK.DN.IDKBU.2407.000097,SPB.IDKBU.0724.0000172
PKK.DN.IDKBU.2406.000435,OEAN57000001,OCEANBAY 23238,1824.0,70.1,PT. KEMBANG JAYA ABADI PERKASA,Realization,KOTABARU,2024-06-19T23:00:00.000Z,PKK.DN.IDKBU.2406.000435,SPB.IDKBU.0824.0000131
PKK.DN.IDBDJ.2407.000256,VS2825000008,SVS 28,2240.0,76.2,PT ASYUHA BAHTERA NUSANTARA,Realization,BANJARMASIN,2024-07-04T13:00:00.000Z,PKK.DN.IDBDJ.2407.000256,SPB.IDBDJ.0724.0001002
PKK.DN.IDBDJ.2406.000530,YHQZ25000001,BATAM FORTUNE,1936.0,58.2,"ANDHINI SAMUDERA JAYA, PT",Realization,BANJARMASIN,2024-06-12T15:00:00.000Z,PKK.DN.IDBDJ.2406.000530,SPB.IDBDJ.0724.0003194
PKK.DN.IDBJU.2407.000017,S85523000003,SWORDFISH 8,721.0,65.0,"ARGHANIAGA PANCATUNGGAL, PT",Request PPKB,TANJUNG WANGI,2024-07-14T23:30:00.000Z,PKK.DN.IDBJU.2407.000017,SPB.IDBJU.0724.0000044
PKK.DN.IDBJU.2407.000010,IMAS23000017,INSAM - 01,1647.0,72.9,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,TANJUNG WANGI,2024-07-13T01:00:00.000Z,PKK.DN.IDBJU.2407.000010,SPB.IDBJU.0724.0000016
PKK.DN.IDBDJ.2406.003815,8N1H25000004,SVS 18,1873.0,73.15,PT ASYUHA BAHTERA NUSANTARA,Realization,BANJARMASIN,2024-07-02T15:00:00.000Z,PKK.DN.IDBDJ.2406.003815,SPB.IDBDJ.0724.0001701
PKK.DN.IDSUB.2406.000806,DT1113000007,DAWI TANKER,801.0,62.2,"JAYADI SAMUDERA LINES, PT",Request PPKB,TANJUNG PERAK,2024-06-25T13:00:00.000Z,PKK.DN.IDSUB.2406.000806,SPB.IDSUB.0624.0001080
PKK.DN.IDBJU.2406.000156,000E23000016,ELVIRA,1036.0,71.91,"INDOLINE INCOMEKITA, PT",Request PPKB,TANJUNG WANGI,2024-07-05T01:00:00.000Z,PKK.DN.IDBJU.2406.000156,SPB.IDBJU.0724.0000061
PKK.DN.IDBDJ.2406.003537,SHJ225000010,SUMBER JAYA 3022,3609.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-06-27T17:00:00.000Z,PKK.DN.IDBDJ.2406.003537,SPB.IDBDJ.0724.0000266
PKK.DN.IDBDJ.2406.002728,7QHL25000019,MARINE POWER 3303,3874.0,96.56,"SAGA MAS ASIA, PT",Realization,BANJARMASIN,2024-06-22T21:00:00.000Z,PKK.DN.IDBDJ.2406.002728,SPB.IDBDJ.0624.0003707
PKK.DN.IDBDJ.2406.002728,7QHL25000019,MARINE POWER 3303,3874.0,96.56,"SAGA MAS ASIA, PT",Realization,BANJARMASIN,2024-06-22T21:00:00.000Z,PKK.DN.IDBDJ.2406.002728,SPB.IDBDJ.0624.0003669
PKK.DN.IDBDJ.2406.002728,7QHL25000019,MARINE POWER 3303,3874.0,96.56,"SAGA MAS ASIA, PT",Realization,BANJARMASIN,2024-06-22T21:00:00.000Z,PKK.DN.IDBDJ.2406.002728,SPB.IDBDJ.0624.0003202
PKK.DN.IDKBU.2406.000660,S16357000004,SABUK NUSANTARA  111,1258.0,62.8,PT. PELAYARAN TRI TUNGGAL SAMUDERA BAHAGIA,Realization,KOTABARU,2024-06-28T04:00:00.000Z,PKK.DN.IDKBU.2406.000660,SPB.IDKBU.0624.0000695
PKK.DN.IDKBU.2406.000520,BUP657000001,BUMI PALMA ENAM,2666.0,79.25,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,KOTABARU,2024-06-24T04:00:00.000Z,PKK.DN.IDKBU.2406.000520,SPB.IDKBU.0624.0000663
PKK.DN.IDKBU.2406.000102,AC6557000001,MULIA KARSA 1,1399.0,82.5,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,KOTABARU,2024-06-07T18:00:00.000Z,PKK.DN.IDKBU.2406.000102,SPB.IDKBU.0624.0000482
PKK.DN.IDBDJ.2406.002706,RY0125000018,RAY 1,3103.0,91.44,"RAY SAMUDRA TRANS, PT",Realization,BANJARMASIN,2024-06-23T09:00:00.000Z,PKK.DN.IDBDJ.2406.002706,SPB.IDBDJ.0624.0003028
PKK.DN.IDBDJ.2406.002548,SOE725000013,SOEKAWATI 707,3065.0,91.5,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-06-21T09:45:00.000Z,PKK.DN.IDBDJ.2406.002548,SPB.IDBDJ.0724.0002737
PKK.DN.IDBDJ.2406.002548,SOE725000013,SOEKAWATI 707,3065.0,91.5,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-06-21T09:45:00.000Z,PKK.DN.IDBDJ.2406.002548,SPB.IDBDJ.0624.0002980
PKK.DN.IDBDJ.2406.002422,B35B25000012,BAHARI 3201,3761.0,97.6,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-06-20T17:00:00.000Z,PKK.DN.IDBDJ.2406.002422,SPB.IDBDJ.0624.0002902
PKK.DN.IDBDJ.2406.002389,EV9825000034,EVE 798 2019,3106.0,91.4,SARANA MARITIM SEJAHTERA PT,Request PPKB,BANJARMASIN,2024-06-20T15:00:00.000Z,PKK.DN.IDBDJ.2406.002389,SPB.IDBDJ.0824.0000236
PKK.DN.IDBDJ.2406.002188,4F8125000009,DELTA 253,1947.0,76.2,"MITRA BAHARI SENTOSA, PT",Realization,BANJARMASIN,2024-06-30T10:00:00.000Z,PKK.DN.IDBDJ.2406.002188,SPB.IDBDJ.1124.0003413
PKK.DN.IDBDJ.2406.002042,A0M825000004,GEMILANG 2366,1804.0,70.1,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-06-19T15:55:00.000Z,PKK.DN.IDBDJ.2406.002042,SPB.IDBDJ.0724.0003680
PKK.LN.IDKBU.2406.000222,AFNR57000001,MV. HUAYANG LILY,36415.0,199.9,PT. IDT TRANS AGENCY,Request PPKB,KOTABARU,2024-06-16T15:55:00.000Z,PKK.LN.IDKBU.2406.000222,SPB.IDKBU.0624.0000379
PKK.LN.IDKBU.2406.000221,OUP757000001,MV. XIN HAI TONG 22,32929.0,189.99,PT. IDT TRANS AGENCY,Request PPKB,KOTABARU,2024-06-16T15:55:00.000Z,PKK.LN.IDKBU.2406.000221,SPB.IDKBU.0624.0000380
PKK.DN.IDBDJ.2406.001766,EH0325000027,EHAL2018 03,3075.0,91.44,SARANA MARITIM SEJAHTERA PT,Request PPKB,BANJARMASIN,2024-06-15T15:00:00.000Z,PKK.DN.IDBDJ.2406.001766,SPB.IDBDJ.0624.0002607
PKK.DN.IDBDJ.2406.001491,R25025000012,RICKY 250 9,2201.0,76.2,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2024-06-13T00:00:00.000Z,PKK.DN.IDBDJ.2406.001491,SPB.IDBDJ.0624.0002136
PKK.DN.IDBDJ.2406.001139,IP0025000013,ICON PERDANA,2795.0,84.8,"INDO CONTAINER LINES, PT",Realization,BANJARMASIN,2024-06-12T00:00:00.000Z,PKK.DN.IDBDJ.2406.001139,SPB.IDBDJ.0624.0001384
PKK.DN.IDBJU.2406.000052,POI123000010,PETRO OCEAN II,638.0,53.62,"PELAYARAN TAJRI SAMUDERA, PT",Request PPKB,TANJUNG WANGI,2024-06-30T01:00:00.000Z,PKK.DN.IDBJU.2406.000052,SPB.IDBJU.0624.0000137
PKK.DN.IDBDJ.2406.000895,SMM225000013,SAMUDERA MANDIRI 2,2191.0,82.3,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-06-08T17:00:00.000Z,PKK.DN.IDBDJ.2406.000895,SPB.IDBDJ.0624.0001227
PKK.DN.IDBDJ.2406.000785,A80325000013,AME 803,2229.0,82.3,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2024-06-07T05:00:00.000Z,PKK.DN.IDBDJ.2406.000785,SPB.IDBDJ.0624.0001443
PKK.DN.IDBDJ.2406.000768,J1U025000001,TUL SATU,725.0,54.86,"SAMUDERA SUMBER JAYA, PT",Realization,BANJARMASIN,2024-06-06T23:00:00.000Z,PKK.DN.IDBDJ.2406.000768,SPB.IDBDJ.0924.0000863
PKK.DN.IDBOA.2404.002436,K3CZ27000001,ASL ARGANI,658.0,55.0,"BAHARI EKA NUSANTARA, PT",Request PPKB,BENOA,2024-08-24T09:00:00.000Z,PKK.DN.IDBOA.2404.002436,SPB.IDBOA.1124.0002767
PKK.DN.IDBDJ.2406.000380,O4QG25000003,MBS 78,1657.0,73.15,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-06-11T15:00:00.000Z,PKK.DN.IDBDJ.2406.000380,SPB.IDBDJ.0624.0001165
PKK.DN.IDBJU.2406.000017,IMAS23000014,INSAM - 01,1647.0,72.9,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,TANJUNG WANGI,2024-06-12T02:00:00.000Z,PKK.DN.IDBJU.2406.000017,SPB.IDBJU.0624.0000023
PKK.DN.IDBDJ.2406.000337,A80525000013,BG AME 805,2230.0,82.3,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2024-06-03T15:30:00.000Z,PKK.DN.IDBDJ.2406.000337,SPB.IDBDJ.0624.0003525
PKK.DN.IDBDJ.2406.000337,A80525000013,BG AME 805,2230.0,82.3,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2024-06-03T15:30:00.000Z,PKK.DN.IDBDJ.2406.000337,SPB.IDBDJ.0624.0001716
PKK.DN.IDBDJ.2406.000265,7L4G25000044,TUNJUNG MADYA 4,3442.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-06-04T15:00:00.000Z,PKK.DN.IDBDJ.2406.000265,SPB.IDBDJ.0624.0000465
PKK.DN.IDBDJ.2405.004387,VS2825000007,SVS 28,2240.0,76.2,PT ASYUHA BAHTERA NUSANTARA,Realization,BANJARMASIN,2024-05-31T17:00:00.000Z,PKK.DN.IDBDJ.2405.004387,SPB.IDBDJ.0624.0001106
PKK.DN.IDBDJ.2405.004154,9IID25000012,LUMOSO SELAMAT,3668.0,106.68,"TANTO INTIM LINE - PELNUS, PT",Realization,BANJARMASIN,2024-06-01T13:30:00.000Z,PKK.DN.IDBDJ.2405.004154,SPB.IDBDJ.0524.0004343
PKK.DN.IDBDJ.2405.004140,W53125000008,TUHUP 005,1805.0,67.3,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,BANJARMASIN,2024-06-01T09:00:00.000Z,PKK.DN.IDBDJ.2405.004140,SPB.IDBDJ.0524.0004341
PKK.DN.IDBOA.2405.003167,T1M127000001,MT SEBELAS,791.0,49.92,"BAYU CIPTA SAMUDERA ,PT",Realization,BENOA,2024-05-30T23:00:00.000Z,PKK.DN.IDBOA.2405.003167,No.b9/KSOPII/2016/IX/2024
PKK.DN.IDBDJ.2405.003997,SMM225000012,SAMUDERA MANDIRI 2,2191.0,82.3,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-05-28T17:00:00.000Z,PKK.DN.IDBDJ.2405.003997,SPB.IDBDJ.0524.0004118
PKK.DN.IDBDJ.2405.003859,DP3625000047,DUTA PERKASA 3006,3508.0,91.44,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-05-30T15:55:00.000Z,PKK.DN.IDBDJ.2405.003859,SPB.IDBDJ.0824.0001169
PKK.DN.IDCXP.2405.000030,MI0026000003,MARGARETHA I,1076.0,67.95,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,TANJUNG INTAN,2024-05-14T22:00:00.000Z,PKK.DN.IDCXP.2405.000030,SPB.IDCXP.0524.0000048
PKK.DN.IDBDJ.2405.003464,JNTA25000018,JUANITA,3399.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-05-27T15:00:00.000Z,PKK.DN.IDBDJ.2405.003464,SPB.IDBDJ.0724.0000130
PKK.DN.IDBDJ.2405.003426,L31825000017,LMN 318,4103.0,94.9,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-05-25T17:00:00.000Z,PKK.DN.IDBDJ.2405.003426,SPB.IDBDJ.0524.0003898
PKK.DN.IDBDJ.2405.003359,O0I425000012,FINACIA 93,3104.0,87.78,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-06-01T15:00:00.000Z,PKK.DN.IDBDJ.2405.003359,SPB.IDBDJ.0524.0003609
PKK.DN.IDBDJ.2404.000464,UDIP25000004,TGH 2517,2208.0,76.25,PELAYARAN SANLE MAKMUR,Realization,BANJARMASIN,2024-04-06T15:00:00.000Z,PKK.DN.IDBDJ.2404.000464,SPB.IDBDJ.0524.0003205
PKK.DN.IDBDJ.2404.000464,UDIP25000004,TGH 2517,2208.0,76.25,PELAYARAN SANLE MAKMUR,Realization,BANJARMASIN,2024-04-06T15:00:00.000Z,PKK.DN.IDBDJ.2404.000464,SPB.IDBDJ.0424.0000867
PKK.DN.IDBDJ.2405.003253,SV3825000008,SVS 38,2437.0,82.3,PT ASYUHA BAHTERA NUSANTARA,Realization,BANJARMASIN,2024-05-24T17:00:00.000Z,PKK.DN.IDBDJ.2405.003253,SPB.IDBDJ.0624.0000702
PKK.DN.IDBDJ.2405.003251,8N1H25000003,SVS 18,1873.0,73.15,PT ASYUHA BAHTERA NUSANTARA,Realization,BANJARMASIN,2024-05-24T17:00:00.000Z,PKK.DN.IDBDJ.2405.003251,SPB.IDBDJ.0624.0000889
PKK.DN.IDKOE.2405.000130,MK6V29000014,DHARMA KARTIKA V,21353.0,153.0,"DHARMA LAUTAN UTAMA, PT",Realization,TENAU KUPANG,2024-05-24T15:30:00.000Z,PKK.DN.IDKOE.2405.000130,SPB.IDKOE.0524.0000130
PKK.DN.IDBDJ.2405.003189,SO2025000017,SOEKAWATI 20,3065.0,87.78,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,BANJARMASIN,2024-05-24T09:23:00.000Z,PKK.DN.IDBDJ.2405.003189,SPB.IDBDJ.0524.0003709
PKK.DN.IDBDJ.2405.003191,FI9625000006,FINACIA 96,3146.0,87.78,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-05-31T15:00:00.000Z,PKK.DN.IDBDJ.2405.003191,SPB.IDBDJ.0524.0003451
PKK.DN.IDBDJ.2405.003057,R02725000014,RIMAU 3027,3442.0,91.44,"RIMAU BAHTERA SHIPPING, PT",Realization,BANJARMASIN,2024-05-31T11:16:00.000Z,PKK.DN.IDBDJ.2405.003057,SPB.IDBDJ.0524.0003470
PKK.DN.IDBDJ.2405.002971,56C225000013,DAYA 002,2280.0,82.3,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-05-24T15:00:00.000Z,PKK.DN.IDBDJ.2405.002971,SPB.IDBDJ.0524.0003128
PKK.DN.IDBDJ.2405.002917,KWZ725000045,RMN 3313,4337.0,100.58,"TERA LOGISTIC INDONESIA, PT",Request PPKB,BANJARMASIN,2024-05-23T02:25:00.000Z,PKK.DN.IDBDJ.2405.002917,SPB.IDBDJ.0524.0002933
PKK.DN.IDBDJ.2405.002003,BYP425000002,MBS 386,3673.0,91.44,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-05-23T10:00:00.000Z,PKK.DN.IDBDJ.2405.002003,SPB.IDBDJ.0624.0001779
PKK.DN.IDBDJ.2405.002858,B1GS25000111,HAI DA,9353.0,110.0,"TIMUR MILA UTAMA, PT",Realization,BANJARMASIN,2024-05-22T14:00:00.000Z,PKK.DN.IDBDJ.2405.002858,SPB.IDBDJ.0524.0002968
PKK.DN.IDBDJ.2405.002709,P2SK25000003,PRIMA SAMUDRA II,2084.0,82.3,PT WIJAYA SAMUDERA BAHARI,Realization,BANJARMASIN,2024-05-22T12:00:00.000Z,PKK.DN.IDBDJ.2405.002709,SPB.IDBDJ.0624.0000606
PKK.DN.IDBDJ.2405.002708,O0I425000011,FINACIA 93,3104.0,87.78,"CAKRAWALA LAUTAN INDONESIA, PT",Request PPKB,BANJARMASIN,2024-05-28T15:00:00.000Z,PKK.DN.IDBDJ.2405.002708,SPB.IDBDJ.0524.0002890
PKK.DN.IDBDJ.2405.002511,DP2225000034,DUTA PERKASA 2702,2384.0,82.3,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-05-21T15:55:00.000Z,PKK.DN.IDBDJ.2405.002511,SPB.IDBDJ.0524.0003112
PKK.DN.IDBDJ.2405.002137,YJI525000008,KARUNIA 250.1,2200.0,76.2,"ADYA TRIAMARGA, PT",Realization,BANJARMASIN,2024-05-19T15:00:00.000Z,PKK.DN.IDBDJ.2405.002137,SPB.IDBDJ.0524.0002967
PKK.DN.IDBDJ.2405.002109,7HZ425000034,GLORIA,3388.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-05-18T15:00:00.000Z,PKK.DN.IDBDJ.2405.002109,SPB.IDBDJ.0524.0002250
PKK.DN.IDBDJ.2405.002085,LMN925000018,LMN 329,4308.0,94.5,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-05-23T15:00:00.000Z,PKK.DN.IDBDJ.2405.002085,SPB.IDBDJ.0524.0002292
PKK.DN.IDBDJ.2405.001822,5L6125000028,TAMA 3028,3135.0,91.44,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-05-17T15:55:00.000Z,PKK.DN.IDBDJ.2405.001822,SPB.IDBDJ.0524.0002735
PKK.DN.IDBDJ.2405.001676,S70825000013,SUMBER JAYA 2522,2125.0,76.2,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-05-21T15:00:00.000Z,PKK.DN.IDBDJ.2405.001676,SPB.IDBDJ.0524.0002290
PKK.DN.IDBDJ.2405.001584,08EU25000002,PRASETYA 17,871.0,54.86,"ADYA TRIAMARGA, PT",Realization,BANJARMASIN,2024-05-18T15:00:00.000Z,PKK.DN.IDBDJ.2405.001584,SPB.IDBDJ.0524.0002172
PKK.DN.IDBDJ.2405.001507,TM4825000030,TAMA 3048,3492.0,91.44,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-05-14T15:55:00.000Z,PKK.DN.IDBDJ.2405.001507,SPB.IDBDJ.0524.0002221
PKK.DN.IDBDJ.2405.001391,PC0825000005,PACIFIC 3008,3249.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-05-11T15:00:00.000Z,PKK.DN.IDBDJ.2405.001391,SPB.IDBDJ.0524.0002140
PKK.DN.IDBDJ.2405.001391,PC0825000005,PACIFIC 3008,3249.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-05-11T15:00:00.000Z,PKK.DN.IDBDJ.2405.001391,SPB.IDBDJ.0524.0001524
PKK.DN.IDBDJ.2405.001257,PC0625000003,PACIFIC 3006,3249.0,89.98,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-05-10T17:00:00.000Z,PKK.DN.IDBDJ.2405.001257,SPB.IDBDJ.0524.0002143
PKK.DN.IDBDJ.2405.001257,PC0625000003,PACIFIC 3006,3249.0,89.98,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-05-10T17:00:00.000Z,PKK.DN.IDBDJ.2405.001257,SPB.IDBDJ.0524.0001522
PKK.DN.IDBDJ.2405.001127,B30625000006,PSB 3006,3276.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-05-09T17:00:00.000Z,PKK.DN.IDBDJ.2405.001127,SPB.IDBDJ.0524.0001564
PKK.DN.IDBDJ.2405.001026,GV0025000026,GONAYA VIII,3338.0,94.6,"MASADA JAYA LINES, PT",Request PPKB,BANJARMASIN,2024-05-16T15:00:00.000Z,PKK.DN.IDBDJ.2405.001026,SPB.IDBDJ.0524.0001275
PKK.DN.IDBDJ.2405.000913,BNNX25000013,BUANA NUSANTARA 10,1837.0,73.15,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-05-10T15:55:00.000Z,PKK.DN.IDBDJ.2405.000913,SPB.IDBDJ.0524.0001651
PKK.DN.IDBDJ.2405.000827,LMN925000017,LMN 329,4308.0,94.5,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-05-07T17:00:00.000Z,PKK.DN.IDBDJ.2405.000827,SPB.IDBDJ.0524.0001561
PKK.DN.IDBDJ.2405.000789,LLMM25000019,LMN 336,4259.0,100.58,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-05-14T15:00:00.000Z,PKK.DN.IDBDJ.2405.000789,SPB.IDBDJ.0524.0001348
PKK.DN.IDBDJ.2405.000577,JNTA25000015,JUANITA,3399.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-05-07T15:00:00.000Z,PKK.DN.IDBDJ.2405.000577,SPB.IDBDJ.0524.0001207
PKK.DN.IDBDJ.2405.000471,PR2625000003,PRIMA 26,3145.0,91.44,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-05-07T15:55:00.000Z,PKK.DN.IDBDJ.2405.000471,SPB.IDBDJ.0524.0001804
PKK.DN.IDBDJ.2403.001828,9X3625000007,BARAMAR 3010,3084.0,91.44,SINAR BINTANG SAMUDERA/PT,Realization,BANJARMASIN,2024-03-15T15:30:00.000Z,PKK.DN.IDBDJ.2403.001828,SPB.IDBDJ.0624.0000379
PKK.DN.IDGRE.2405.000075,3EZA13000002,ROYAL REY 7,2765.0,69.6,"PELAYARAN TIARA PERDANA, PT",Request PPKB,TANJUNG PERAK,2024-05-08T15:00:00.000Z,PKK.DN.IDGRE.2405.000075,SPB.IDGRE.0524.0000200
PKK.DN.IDBDJ.2404.003765,YHJB25000012,ANAND 5,2282.0,82.3,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-05-01T04:00:00.000Z,PKK.DN.IDBDJ.2404.003765,SPB.IDBDJ.0524.0001056
PKK.DN.IDBDJ.2404.003760,AAUR25000004,AURA,3107.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2024-05-01T04:00:00.000Z,PKK.DN.IDBDJ.2404.003760,SPB.IDBDJ.0524.0000473
PKK.DN.IDBDJ.2404.003614,TG0525000002,TGH 2505,2211.0,76.25,PELAYARAN SANLE MAKMUR,Realization,BANJARMASIN,2024-05-31T15:00:00.000Z,PKK.DN.IDBDJ.2404.003614,SPB.IDBDJ.0524.0001058
PKK.DN.IDBDJ.2404.003383,ISA125000001,LINTAS SAMUDERA 119,4415.0,100.58,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-04-30T15:00:00.000Z,PKK.DN.IDBDJ.2404.003383,SPB.IDBDJ.0424.0003691
PKK.DN.IDCXP.2404.000017,BPA026000001,BERKAH PANDAN ARAN - 01,539.0,45.6,"PERTAMINA TRANS KONTINENTAL, PT",Request PPKB,TANJUNG INTAN,2024-04-06T22:00:00.000Z,PKK.DN.IDCXP.2404.000017,SPB.IDCXP.0424.0000030
PKK.DN.IDBDJ.2404.002780,JNTA25000013,JUANITA,3399.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2024-04-24T15:00:00.000Z,PKK.DN.IDBDJ.2404.002780,SPB.IDBDJ.0424.0003342
PKK.DN.IDBDJ.2404.002685,W6LZ25000003,MBS 96,1632.0,70.1,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-04-30T02:00:00.000Z,PKK.DN.IDBDJ.2404.002685,SPB.IDBDJ.0424.0002995
PKK.DN.IDBJU.2404.000083,POI123000009,PETRO OCEAN II,638.0,53.62,"PELAYARAN TAJRI SAMUDERA, PT",Request PPKB,TANJUNG WANGI,2024-05-22T05:00:00.000Z,PKK.DN.IDBJU.2404.000083,SPB.IDBJU.0524.0000004
PKK.DN.IDBDJ.2404.002572,I02325000004,ISM 3023,3418.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-04-28T15:00:00.000Z,PKK.DN.IDBDJ.2404.002572,SPB.IDBDJ.0424.0003380
PKK.DN.IDBDJ.2404.002523,MP6725000004,MARINE POWER 3067,3349.0,91.44,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2024-04-29T08:11:00.000Z,PKK.DN.IDBDJ.2404.002523,SPB.IDBDJ.0524.0001279
PKK.DN.IDBDJ.2404.002471,O4QG25000002,MBS 78,1657.0,73.15,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2024-04-28T15:00:00.000Z,PKK.DN.IDBDJ.2404.002471,SPB.IDBDJ.0424.0002937
PKK.DN.IDBDJ.2404.002298,SHJ225000007,SUMBER JAYA 3022,3609.0,91.44,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-04-23T15:00:00.000Z,PKK.DN.IDBDJ.2404.002298,SPB.IDBDJ.0524.0001186
PKK.DN.IDBDJ.2404.002255,L31825000014,LMN 318,4103.0,94.9,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-04-23T15:00:00.000Z,PKK.DN.IDBDJ.2404.002255,SPB.IDBDJ.0424.0002844
PKK.DN.IDCXP.2205.000093,QAQW26000001,TIRTA NUSA II,2041.0,73.5,SAMUDERA MAKMUR AGENSI PT,Realization,TANJUNG INTAN,2022-05-31T16:00:00.000Z,PKK.DN.IDCXP.2205.000093,SPB.IDCXP.0424.0000075
PKK.DN.IDBDJ.2404.002105,8AR225000004,STAR ALLIANCE,4268.0,100.58,"SINAR BINTANG DUTA MULIA, PT",Realization,BANJARMASIN,2024-04-21T15:00:00.000Z,PKK.DN.IDBDJ.2404.002105,SPB.IDBDJ.0424.0002733
PKK.DN.IDBDJ.2404.002099,BNNX25000012,BUANA NUSANTARA 10,1837.0,73.15,"MULTI LINE BORNEO, PT",Realization,BANJARMASIN,2024-04-20T15:55:00.000Z,PKK.DN.IDBDJ.2404.002099,SPB.IDBDJ.0424.0002793
